0     -3.0071e-09
0.125     -3.0071e-09
0.25     -2.74234e-09
0.375     2.25512e-09
0.5     -5.84404e-09
0.625     4.67919e-09
0.75     -1.9525e-09
0.875     3.43168e-09
1     -3.76893e-09
1.125     1.40417e-08
1.25     1.13625e-10
1.375     3.9308e-09
1.5     2.9117e-09
1.625     7.22797e-09
1.75     2.65924e-09
1.875     2.6846e-09
2     2.57274e-08
2.125     1.56579e-08
2.25     4.132e-09
2.375     8.89546e-10
2.5     8.02743e-09
2.625     -9.47517e-10
2.75     3.88951e-09
2.875     -2.26614e-09
3     1.09461e-08
3.125     -1.12159e-08
3.25     1.20566e-09
3.375     -3.95337e-09
3.5     1.16589e-09
3.625     -7.64476e-09
3.75     -9.59152e-10
3.875     -4.13187e-09
4     -9.40965e-06
4.125     -5.12087e-06
4.25     -3.05854e-09
4.375     -2.09455e-09
4.5     -6.79153e-09
4.625     -2.81385e-09
4.75     -4.23528e-09
4.875     2.69365e-10
5     -1.43851e-08
5.125     4.20584e-09
5.25     -2.6713e-09
5.375     2.62881e-09
5.5     -4.17468e-09
5.625     5.82724e-09
5.75     -8.69723e-10
5.875     3.37173e-09
6     -1.29721e-09
6.125     2.943e-08
6.25     1.25893e-09
6.375     3.73528e-09
6.5     4.3602e-09
6.625     5.83361e-09
6.75     2.88651e-09
6.875     2.02628e-09
7     1.43545e-08
7.125     4.99391e-09
7.25     3.86135e-09
7.375     -3.69831e-10
7.5     7.13073e-09
7.625     -2.59153e-09
7.75     3.73852e-09
7.875     -3.33874e-09
8     -1.32075e-05
8.125     -8.87201e-06
8.25     1.75922e-09
8.375     -2.53149e-09
8.5     -3.71468e-10
8.625     -7.26878e-09
8.75     -1.26834e-09
8.875     -3.10343e-09
9     -9.52763e-09
9.125     -1.1603e-08
9.25     -3.29897e-09
9.375     -1.68435e-09
9.5     -7.14386e-09
9.625     -1.23304e-09
9.75     -3.45666e-09
9.875     2.82222e-10
10     -2.67759e-08
10.125     1.30786e-08
10.25     -2.18993e-09
10.375     2.68089e-09
10.5     -2.80904e-09
10.625     6.48713e-09
10.75     -5.70385e-11
10.875     2.98748e-09
11     2.70148e-09
11.125     1.37408e-08
11.25     1.24598e-09
11.375     2.61733e-09
11.5     5.441e-09
11.625     4.78208e-09
11.75     3.05157e-09
11.875     1.07293e-09
12     -2.15118e-06
12.125     3.61938e-06
12.25     3.28489e-09
12.375     -3.80921e-10
12.5     6.32539e-09
12.625     -3.6197e-09
12.75     1.85068e-09
12.875     -2.20788e-09
13     5.51681e-09
13.125     -1.29617e-08
13.25     6.72133e-10
13.375     -3.02779e-09
13.5     -1.45289e-09
13.625     -7.02947e-09
13.75     -1.63403e-09
13.875     -3.15449e-09
14     -2.37723e-08
14.125     -1.80897e-08
14.25     -3.30103e-09
14.375     -9.95731e-10
14.5     -7.30485e-09
14.625     -2.18629e-10
14.75     -3.60715e-09
14.875     1.02227e-09
15     -1.15419e-08
15.125     9.48735e-09
15.25     -1.91449e-09
15.375     2.76313e-09
15.5     -1.81349e-09
15.625     7.03676e-09
15.75     1.03894e-09
15.875     2.65192e-09
16     -2.0645e-06
16.125     -1.64282e-05
16.25     3.23821e-09
16.375     3.87072e-09
16.5     6.52251e-09
16.625     3.91943e-09
16.75     3.78531e-09
16.875     1.09615e-09
17     1.49945e-08
17.125     -2.14375e-09
17.25     3.26579e-09
17.375     -1.40221e-09
17.5     5.47778e-09
17.625     -4.89325e-09
17.75     1.93866e-09
17.875     -3.46828e-09
18     4.53803e-09
18.125     -2.91433e-08
18.25     -1.671e-10
18.375     -3.57082e-09
18.5     -2.97031e-09
18.625     -6.65353e-09
18.75     -2.23268e-09
18.875     -3.2127e-09
19     -1.34688e-08
19.125     -6.97954e-09
19.25     -4.23976e-09
19.375     -9.99636e-10
19.5     -7.26666e-09
19.625     1.43272e-09
19.75     -3.5043e-09
19.875     1.51609e-09
20     -1.58224e-06
20.125     512
20.25     -1.66416e-09
20.375     3.94141e-09
20.5     -2.91932e-10
20.625     7.73433e-09
20.75     5.2926e-10
20.875     4.2287e-09
21     8.73416e-09
21.125     1.31239e-08
21.25     3.51792e-09
21.375     2.89481e-09
21.5     7.72493e-09
21.625     2.37642e-09
21.75     4.21695e-09
21.875     -1.64218e-10
22     2.82253e-08
22.125     -1.03766e-08
22.25     3.16604e-09
22.375     -2.15879e-09
22.5     4.20816e-09
22.625     -6.55532e-09
22.75     8.35334e-10
22.875     -3.81922e-09
23     -8.90796e-10
23.125     -1.45411e-08
23.25     -1.31057e-09
23.375     -3.77988e-09
23.5     -4.84997e-09
23.625     -5.74928e-09
23.75     -2.44231e-09
23.875     -2.92093e-09
24     9.35097e-06
24.125     1.25045e-06
24.25     -2.90672e-09
24.375     1.54358e-09
24.5     -6.61024e-09
24.625     3.43572e-09
24.75     -2.51417e-09
24.875     2.96494e-09
25     -6.49433e-09
25.125     1.29904e-08
25.25     -6.15987e-10
25.375     3.89945e-09
25.5     1.50892e-09
25.625     7.63477e-09
25.75     2.05961e-09
25.875     3.10143e-09
26     2.22472e-08
26.125     2.03505e-08
26.25     3.90719e-09
26.375     1.58436e-09
26.5     8.04535e-09
26.625     5.12942e-10
26.75     4.13131e-09
26.875     -1.57704e-09
27     1.27433e-08
27.125     -8.91306e-09
27.25     1.81534e-09
27.375     -3.55138e-09
27.5     2.57822e-09
27.625     -7.27252e-09
27.75     -2.3053e-10
27.875     -4.18112e-09
28     -6.1881e-07
28.125     -2.70835e-05
28.25     -2.5085e-09
28.375     -2.57494e-09
28.5     -6.05607e-09
28.625     -4.07574e-09
28.75     -4.08842e-09
28.875     -4.46e-10
29     -1.47427e-08
29.125     1.30667e-09
